ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0061136,regulation of proteasomal protein catabolic process,65/3368,194/18903,9.618901113114569e-8,6.090304691777412e-6,5.20235593589801e-6,GSK3B/SMARCC1/PSMC5/PSMD14/BTRC/ELOB/DDRGK1/PSMD10/PSME1/MAP1A/TRIB2/HSPA1A/USP5/PRKN/GSK3A/PINK1/ZYG11B/RNF180/HERPUD1/CSNK1E/USP14/RAD23A/DNAAF4/UBE2K/USP9X/ARIH1/OPHN1/HSPA1B/USP25/RAD23B/UBQLN4/SGTA/PRKACA/SH3RF1/RNF40/WAC/GLMN/BAG5/KEAP1/NOP53/FBXW7/TLK2/RCHY1/DESI1/RNF14/EIF3H/NUDT15/FMR1/USP7/CAMLG/UBQLN1/SOCS5/TMF1/SOCS4/ATXN3/CSNK1D/UBB/RYBP/PKD1/MDM2/MKRN2/PRICKLE1/FZR1/ZFAND2A/SUMO2,65
GO:0072384,organelle transport along microtubule,37/3368,88/18903,9.660602237695814e-8,6.090304691777412e-6,5.20235593589801e-6,KIFAP3/FEZ1/COPG2/BICD1/BLOC1S1/DYNC1I1/SNAPIN/DYNC1H1/MAP1B/AP3B2/SYBU/MAPT/AP3M2/RAB1A/UCHL1/DTNBP1/KIF5B/HDAC6/LAMP1/AP3D1/SPAST/LRPPRC/MAP1S/BLOC1S2/OPA1/SYNE2/BORCS7/AP3B1/PRKCZ/KXD1/NEFL/UBB/AP3S2/BORCS5/NDEL1/HTT/BICD2,37
GO:0009895,negative regulation of catabolic process,98/3368,332/18903,9.715934556311027e-8,6.090304691777412e-6,5.20235593589801e-6,NRG1/FUS/MYCBP2/HMGCR/FEZ1/ELAVL4/SNCA/TAF15/RNF5/SMARCC1/IGF2BP2/SLIRP/PIN1/ATP13A2/CNR1/FMC1/DDRGK1/SLC25A12/SECISBP2/GOLGA2/CDK5RAP3/PDE3B/VPS35/MAP1A/FEZ2/FMN2/GSK3A/LAPTM4B/PINK1/KDM4A/EIF4G1/SNX3/USP14/TIMP2/ELAVL1/POLDIP2/LRPPRC/SYNCRIP/AGAP2/USP9X/ATRAID/NRBP2/LARP1/OPHN1/USP25/IGF2BP3/RNF41/TRDMT1/TARDBP/UBQLN4/SGTA/PABPC1/SERPINE2/WAC/DEDD/PDCL3/RIC1/BCL2/BAG5/NOP53/MTMR2/CSNK2A1/MCL1/RPL23/ADGRB1/TLK2/DHX34/SMG1/EIF3H/FMR1/USP7/TAB2/RUBCN/DKC1/CHMP4B/CAMLG/SMAD4/YBX1/BSCL2/LRIG2/LARP4B/MDM4/BECN1/SEC22B/TENT4B/RYBP/GIT1/TAB3/PRKAA1/HDAC4/METTL16/ANGEL2/DDIT4/EIF4G2/HNRNPC/FOXK2/TSC1/STAT3,98
GO:0007269,neurotransmitter secretion,54/3368,151/18903,1.037197200278207e-7,6.371502401309025e-6,5.442555835144065e-6,SYT1/NLGN1/RIMS2/NRXN1/ERC2/CADPS/GSK3B/RIMS1/PFN2/CASK/SNCA/SYN3/CTBP2/PRRT2/PRKCB/CHRM2/CSPG5/CNR1/CDK5/SNAPIN/PNKD/CACNB4/APBA2/PRKN/ATP2A2/DTNBP1/LIN7B/SYT11/STXBP5/SNCAIP/NR4A1/SLC38A2/SYN1/PDZD11/CAMK2A/GRIN3A/ADCY1/RAB5A/STXBP1/NAPA/SNAP29/SYT7/PPFIA3/FMR1/SYNJ1/STX4/UNC13A/BRSK1/SNAP25/DNAJC5/CPLX2/GIT1/RIMS3/CALM3,54
GO:0099643,signal release from synapse,54/3368,151/18903,1.037197200278207e-7,6.371502401309025e-6,5.442555835144065e-6,SYT1/NLGN1/RIMS2/NRXN1/ERC2/CADPS/GSK3B/RIMS1/PFN2/CASK/SNCA/SYN3/CTBP2/PRRT2/PRKCB/CHRM2/CSPG5/CNR1/CDK5/SNAPIN/PNKD/CACNB4/APBA2/PRKN/ATP2A2/DTNBP1/LIN7B/SYT11/STXBP5/SNCAIP/NR4A1/SLC38A2/SYN1/PDZD11/CAMK2A/GRIN3A/ADCY1/RAB5A/STXBP1/NAPA/SNAP29/SYT7/PPFIA3/FMR1/SYNJ1/STX4/UNC13A/BRSK1/SNAP25/DNAJC5/CPLX2/GIT1/RIMS3/CALM3,54
GO:1903050,regulation of proteolysis involved in protein catabolic process,73/3368,227/18903,1.0682818751465779e-7,6.497480751510325e-6,5.5501669073535085e-6,GSK3B/ATP5IF1/MAGEF1/SMARCC1/PSMC5/PSMD14/BTRC/ELOB/DDRGK1/PSMD10/PSME1/MAP1A/TRIB2/HSPA1A/USP5/PRKN/GSK3A/PINK1/ZYG11B/RNF180/HERPUD1/CSNK1E/USP14/RAD23A/DNAAF4/PTEN/UBE2K/USP9X/ARIH1/OPHN1/HSPA1B/USP25/RAD23B/UBQLN4/SGTA/PRKACA/SH3RF1/RNF40/WAC/PDCL3/GLMN/BAG5/KEAP1/NOP53/CSNK2A1/RPL23/FBXW7/RNF139/TLK2/RCHY1/DESI1/RNF14/EIF3H/NUDT15/FMR1/USP7/CAMLG/UBQLN1/SOCS5/TMF1/SOCS4/ATXN3/TRIM67/CSNK1D/UBB/RYBP/PKD1/MDM2/MKRN2/PRICKLE1/FZR1/ZFAND2A/SUMO2,73
GO:1903320,regulation of protein modification by small protein conjugation or removal,79/3368,252/18903,1.1005968241145923e-7,6.628398324054844e-6,5.661997077617382e-6,SOX4/MYCBP2/COPS9/CBLB/PIN1/CDK5/RPS2/BTRC/HDAC8/PSMD10/SASH1/CDK5RAP3/HMG20A/HSPA1A/PRKN/UBE2L3/UBXN2A/GSK3A/PINK1/TBC1D7/RNF180/TANK/HERPUD1/PRKCE/COPS3/ZMIZ1/HSPA5/NSMCE3/XIAP/PTEN/IVNS1ABP/PTTG1IP/PELI1/CUL3/BUB3/HDAC3/HSPA1B/DDX3X/DERL1/CDC14B/USP4/RNF40/COPS7B/GLMN/MTA1/COPS2/SIAH2/BAG5/NOP53/PEF1/RPL23/ADGRB1/AIMP2/FBXW7/PRMT3/RCHY1/COPS7A/HSP90AA1/U2AF2/RPS20/LIMK1/SART3/NDFIP2/CAMLG/GNL3/UBQLN1/TOPORS/GTPBP4/SQSTM1/SENP2/UBB/CHP1/ARRDC3/TOLLIP/PER2/HDAC4/CRY1/PRICKLE1/FZR1,79
GO:0021954,central nervous system neuron development,36/3368,85/18903,1.1483112794607907e-7,6.782765567045805e-6,5.7938580244049e-6,DCC/MYCBP2/UQCRQ/NR4A2/GABRB1/RAPGEF2/SLIT2/DCLK2/PLXNA4/EPHB1/CDK5/DCLK1/SECISBP2/NIN/EPHB6/MAPT/ARHGAP35/SLC4A10/ZMIZ1/B4GALT6/TAOK1/NOVA2/HPRT1/PTEN/RAC3/FBXO45/SPG11/NTRK2/HSP90AA1/PLXNA1/B4GALT5/UBB/NRP2/DRAXIN/NDEL1/CDH11,36
GO:0046785,microtubule polymerization,36/3368,85/18903,1.1483112794607907e-7,6.782765567045805e-6,5.7938580244049e-6,NAV3/AKAP9/CLASP2/MAPRE3/TUBB4A/CKAP5/SNCA/CDKN1B/STMN1/CLIP1/TUBGCP2/GOLGA2/MZT1/NIN/SLAIN1/MAP1B/HSPA1A/MAPT/MAPRE1/CDK5R1/RANGRF/CLIP3/ARHGEF7/MECP2/HSPA1B/CAMSAP1/CAMSAP3/DRG1/TUBG2/SLAIN2/RAC1/CSNK1D/DYRK1A/GIT1/NDEL1/TUBGCP3,36
GO:0034470,ncRNA processing,122/3368,439/18903,1.1992066489131748e-7,6.9661545443270265e-6,5.950509420816202e-6,HNRNPA2B1/DDX5/PPP3CA/RPS21/RPS28/PRKDC/CHD7/DDX18/PIN4/DDX1/TARBP1/SMAD1/QTRT1/SRRT/GRSF1/AGO4/SRSF3/LIN28B/METTL15/EIF6/SMAD2/RBFA/MPHOSPH6/SNU13/POP5/ZBTB8OS/METTL6/NSA2/INTS3/DROSHA/LAGE3/TSR3/MRPL44/FARS2/NOLC1/DPH3/POP7/NSUN6/FRG1/OSGEP/EBNA1BP2/DDX3X/HSD17B10/NOP56/TRDMT1/TSN/LAS1L/RPS17/KAT2B/UTP11/MTFMT/BUD23/AGO2/NSUN5/CDK5RAP1/SBDS/NOP53/MRPS11/INTS4/TSEN2/DIS3/NUDT16/INTS8/TSNAX/FBL/RIOK1/NVL/THUMPD3/RIOK3/WBP11/PELP1/TRMT112/SRFBP1/MPHOSPH10/INTS6/ABT1/IMP4/DKC1/TRUB2/PES1/WDR74/EXOSC6/DCAF13/DDX49/UTP23/MRPL1/ZMPSTE24/DDX27/RPP30/NGDN/RPL27/THUMPD1/INTS10/RPS8/TSR1/GTPBP4/NOC4L/BRIX1/WDR43/RPS25/PPAN/RPF2/NIFK/RPS6/TENT4B/WDR3/RPL26/RPL7A/KRR1/NUP155/RSL1D1/MAP2K1/ELP2/METTL16/C2orf49/MDN1/RPL10A/STAT3/RPS14/RPS24/RPL7/RPL14,122
GO:0099172,presynapse organization,26/3368,52/18903,1.2020387134928615e-7,6.9661545443270265e-6,5.950509420816202e-6,NLGN1/GPC6/NLGN4X/PTPRD/CNTN5/CHD4/SNCA/LRFN5/IL1RAPL1/SLITRK3/SNAPIN/CBLN2/PCDH17/FZD1/VPS35/NLGN3/APP/MDGA1/FARP1/EIF4G1/CBLN1/LRRC4B/PTEN/NTRK3/ARF6/BSN,26
GO:0002183,cytoplasmic translational initiation,22/3368,40/18903,1.2634543905502267e-7,7.2536451599533105e-6,6.19608473870426e-6,DENR/SH3BGRL/DHX29/EIF3K/EIF5/EIF2S3/EIF3M/EIF4G1/EIF3I/EIF4H/EIF2B3/EIF3A/SLBP/RPL13A/EIF3E/EIF3F/EIF4A2/EIF3H/EIF3B/EIF4A1/EIF4B/EIF3D,22
GO:0007416,synapse assembly,62/3368,184/18903,1.496261650006808e-7,8.510680848140575e-6,7.269848270257251e-6,ADGRL3/GPM6A/NLGN1/GRID2/GPC6/NRG1/NRXN1/DSCAM/ERBB4/NLGN4X/ADGRB3/MYCBP2/PTPRD/NRCAM/DNM3/CNTN5/ROBO2/CDH2/ARHGEF9/SNCA/NEGR1/LRFN5/CLSTN1/PCDHB2/IL1RAPL1/EPHB1/CDK5/SLITRK3/LRRN1/GABRA2/CBLN2/PCDH17/MAP1B/FZD1/CUX2/VPS35/NLGN3/NPAS4/EPHA7/APP/MDGA1/FARP1/EIF4G1/CBLN1/GABRB3/SRGAP2/LRRC4B/PTEN/FBXO45/ACHE/MECP2/NTRK2/ARMCX5-GPRASP2/ADGRB1/BDNF/NTRK3/SPTBN2/DLG5/ARF6/CRKL/LRRTM2/BSN,62
GO:1903311,regulation of mRNA metabolic process,92/3368,309/18903,1.5392597423632694e-7,8.674928988383087e-6,7.410149508141863e-6,RBFOX1/NOVA1/HNRNPA2B1/CELF4/CELF2/RBFOX2/FUS/DDX5/SON/SRRM4/KHDRBS1/HNRNPK/TNRC6B/HNRNPL/ELAVL4/TAF15/RBMX/TNRC6C/TRA2B/IGF2BP2/SRSF10/HNRNPM/SRSF7/TIA1/PRKCA/SECISBP2/PUF60/CLNS1A/SRRM1/FAM172A/CPEB3/RBM8A/RNPS1/RBM23/SF3B4/SRSF3/SERBP1/POLR2G/CNOT7/MBNL1/RBFOX3/NSRP1/DIS3L2/NOVA2/ELAVL1/PABPC4/SYNCRIP/KHDRBS2/ZFP36L2/LARP1/IGF2BP3/PRDX6/TARDBP/PAPOLA/PABPC1/AGO2/DAZAP1/SAP18/DIS3/RBM3/CASC3/DHX34/NANOS3/FASTKD1/PRPF19/ALKBH5/U2AF2/FMR1/YBX1/CWC22/DCP1A/YTHDF1/CDK9/PDE12/KHSRP/RBM7/NUDT21/YTHDF3/SRSF6/LARP4B/CACNG7/TENT4B/DYRK1A/PATL1/SFSWAP/CNOT6/KHDRBS3/METTL16/ANGEL2/HSF1/HNRNPC/MBNL2,92
GO:0006626,protein targeting to mitochondrion,41/3368,104/18903,1.7170145461183023e-7,9.517748608313501e-6,8.130088472534903e-6,UBL5/ROMO1/NDUFA13/ATP5IF1/TOMM7/MTX2/TIMM8B/IMMP1L/DNAJC15/TOMM6/AIFM1/PAM16/TOMM22/PRKN/UBE2L3/IMMP2L/AGK/GSK3A/SH3GLB1/PINK1/BNIP3L/UBE2D3/LMAN1/FBXO7/HSPD1/TIMM17A/SREBF2/AIP/TOMM40/FBXW7/TIMM9/TIMM50/HSP90AA1/TIMM22/BAP1/SAMM50/MFN2/BAG4/PITRM1/PRKAA1/TOMM20,41
GO:0051028,mRNA transport,48/3368,130/18903,1.7197950439895795e-7,9.517748608313501e-6,8.130088472534903e-6,HNRNPA2B1/KIF5C/PABPN1/UPF3A/IGF2BP2/SRSF7/TPR/RANBP17/THOC7/AKAP8L/UPF3B/RBM8A/SRSF3/DDX39B/NUP93/SEC13/AAAS/SLBP/LRPPRC/UPF2/FYTTD1/IGF2BP3/CHTOP/NUP58/CASC3/SMG1/ALKBH5/FMR1/AHCTF1/RANBP2/POLDIP3/DDX39A/DDX19B/NUP50/POM121/SEH1L/KHSRP/AGFG1/SMG7/NUP214/SENP2/NUP160/NUP54/NUP155/POM121C/HSF1/NUP153/BICD2,48
GO:0097120,receptor localization to synapse,27/3368,56/18903,1.8019902035376196e-7,9.873337207538363e-6,8.43383328556744e-6,NLGN1/GPC6/KIF5C/LRRC7/GPHN/ANKS1B/DLG2/CLSTN1/GRIP1/SHISA6/GRIPAP1/ADAM10/VPS35/RAB11A/HRAS/CEP112/KIF5B/CACNG2/LGI1/CACNG8/PRKCZ/DLG1/NETO1/CACNG4/DLG4/SNAP25/CACNG7,27
GO:0009142,nucleoside triphosphate biosynthetic process,49/3368,134/18903,1.8161925841638206e-7,9.873337207538363e-6,8.43383328556744e-6,ATP5F1E/NDUFA3/ATP5MF/NDUFS5/NDUFA13/NDUFB1/NDUFA1/NDUFB2/NDUFC1/ATP5PF/ATP5ME/NDUFB4/ATP5PD/PARP1/NDUFV3/NDUFA7/NDUFB3/NDUFS2/NME7/SLC25A12/NDUFB10/NME3/STOML2/VPS9D1/CMPK1/PINK1/NDUFS4/NME4/DGUOK/AK9/IMPDH2/NME5/AK5/CTPS2/TMSB4X/ENO1/SDHB/ATP5F1A/CTPS1/NME1/NDUFA10/UQCC3/ADK/SLC25A13/SDHD/NME2/ATP5MC3/UCK2/ALDOA,49
GO:0009201,ribonucleoside triphosphate biosynthetic process,46/3368,123/18903,1.9950246591560408e-7,1.0750382878241717e-5,9.183008241821666e-6,ATP5F1E/NDUFA3/ATP5MF/NDUFS5/NDUFA13/NDUFB1/NDUFA1/NDUFB2/NDUFC1/ATP5PF/ATP5ME/NDUFB4/ATP5PD/PARP1/NDUFV3/NDUFA7/NDUFB3/NDUFS2/NME7/SLC25A12/NDUFB10/NME3/STOML2/VPS9D1/PINK1/NDUFS4/NME4/DGUOK/AK9/IMPDH2/NME5/CTPS2/TMSB4X/ENO1/SDHB/ATP5F1A/CTPS1/NME1/NDUFA10/UQCC3/SLC25A13/SDHD/NME2/ATP5MC3/UCK2/ALDOA,46
GO:0034329,cell junction assembly,119/3368,430/18903,2.1772386196952833e-7,1.1630240731120109e-5,9.934585372248043e-6,ADGRL3/GPM6A/PTPRO/NLGN1/GRID2/CNTNAP2/GPC6/NRG1/NRXN1/ANK2/DSCAM/CLASP2/ERBB4/NLGN4X/CTNND2/ADGRB3/DST/MYCBP2/MACF1/PTPRD/APC/NRCAM/DNM3/CNTN5/ROBO2/LIMCH1/MAP4K4/AFDN/CDH2/ARHGEF9/PTPRA/SNCA/NEGR1/LRFN5/CLSTN1/PCDHB2/IRX3/IL1RAPL1/RAPGEF2/MYO9A/FER/EPHB1/CDH10/CDH20/CDK5/SLITRK3/PTPRK/LRRN1/GABRA2/CDH8/CBLN2/PRKCA/PCDH17/MAP1B/FZD1/CUX2/PATJ/VPS35/NLGN3/RHOA/NPAS4/EPHA7/BCAS3/APP/MDGA1/PKN2/FARP1/TLN2/EIF4G1/CBLN1/GABRB3/JUP/SORBS1/SRGAP2/LRRC4B/POLDIP2/PTEN/DMTN/ARHGEF7/FBXO45/EPHA3/ACHE/EPB41L5/FSCN1/ACTG1/MECP2/OPHN1/NTRK2/ARMCX5-GPRASP2/PRKACA/DLG1/CAMSAP3/BCL2/ADGRB1/LDB1/BDNF/NTRK3/MPP7/SPTBN2/SLK/WNT4/BCR/VMP1/DLG5/RAC1/ARF6/CRKL/PIP5K1A/JAM3/LRRTM2/HIPK1/TAOK2/BSN/ZNF703/WDR1/VCL/RAPGEF1/CDH11/TSC1,119
GO:0007611,learning or memory,83/3368,273/18903,2.3203824042417393e-7,1.22080681676752e-5,1.0428167244850514e-5,CNTNAP2/NRXN1/LMX1A/GRIN2B/NLGN4X/ADGRB3/HMGCR/GRIA1/PRKAR2B/SCN2A/ELAVL4/ATXN1/C1QL1/SORCS3/PAK5/ATP8A1/JPH4/SLC12A5/CNR1/CDK5/SLC1A1/SLC6A1/CUX2/NLGN3/ACTR2/MAP1A/CPEB3/MAPT/PRKN/CSMD1/NPAS4/PPP3CB/ARF4/APP/SYT11/KCNK10/MEIS2/AAAS/PRNP/DNAAF4/NCSTN/RCAN1/PTEN/SPG11/MECP2/GPI/VLDLR/NTRK2/ARMCX5-GPRASP2/ADCY1/SLC8A3/MAPK1/PRKCZ/PLK2/FOS/NETO1/PICALM/MDK/CAMK2N1/BDNF/DDHD2/NDRG4/DLG4/EP300/SYNJ1/POMK/YTHDF1/TH/BRSK1/SNAP25/GIT1/AMFR/JPH3/SLC11A2/TAFA2/PJA2/SHANK1/SYNGAP1/CRTC1/HTT/CIC/TSC1/RPS6KB1,83
GO:0031503,protein-containing complex localization,60/3368,178/18903,2.325157049679307e-7,1.22080681676752e-5,1.0428167244850514e-5,SFPQ/NLGN1/GPC6/KIF5C/AKAP9/LRRC7/GPHN/ANKS1B/DNM3/DLG2/CLSTN1/IFT43/GRIP1/SNAPIN/SHISA6/SLC1A1/GRIPAP1/HSPB11/ADAM10/MZT1/IPO9/IFT27/VPS35/AKIRIN2/RAB11A/HRAS/CEP112/EIF6/KIF5B/DYNC2H1/STAU1/AP3D1/CACNG2/RAN/LGI1/CACNG8/TERF2/AP2B1/IFT57/OPHN1/TTC21B/PRKCZ/DLG1/NETO1/CACNG4/ATM/IFT140/DLG4/TUB/SEH1L/ABCE1/RABL2B/TRAF3IP1/NMD3/LMNB2/EXOC3/SNAP25/CACNG7/LSG1/MDN1,60
GO:0045333,cellular respiration,75/3368,240/18903,2.6294613878231246e-7,1.3616685769311125e-5,1.1631412486615656e-5,ATP5F1E/NDUFA3/UQCR11/COX6C/ATP5MF/NDUFS5/NDUFA13/UQCRQ/UQCR10/NDUFB1/NDUFA1/NDUFB2/NDUFC1/ATP5PF/IDH1/ATP5ME/SNCA/NDUFB4/ATP5PD/BLOC1S1/NDUFV3/NDUFA7/NDUFB3/NDUFS2/FH/COX7A2/COX7C/DNAJC15/IDH2/SLC25A12/NDUFB10/NNT/RHOA/CHCHD2/PDHA1/FXN/CYCS/PRELID1/STOML2/IMMP2L/PINK1/COX7A2L/SUCLG1/UQCRFS1/NDUFS4/CYC1/DGUOK/GHITM/SURF1/CS/SDHB/ATP5F1A/UQCRH/OXA1L/MDH2/COX5A/SOD2/COQ9/NDUFA10/NOP53/COA6/DHTKD1/C2orf69/ETFDH/UQCC3/PANK2/DLST/PDE12/SLC25A13/SDHD/COX4I1/SLC25A51/SLC25A25/COX10/SLC25A33,75
GO:0006119,oxidative phosphorylation,52/3368,147/18903,2.6377756902946835e-7,1.3616685769311125e-5,1.1631412486615656e-5,ATP5F1E/NDUFA3/UQCR11/COX6C/ATP5MF/NDUFS5/NDUFA13/UQCRQ/UQCR10/NDUFB1/NDUFA1/NDUFB2/NDUFC1/ATP5PF/ATP5ME/SNCA/NDUFB4/ATP5PD/NDUFV3/NDUFA7/NDUFB3/NDUFS2/COX7A2/COX7C/DNAJC15/NDUFB10/RHOA/CHCHD2/FXN/CYCS/STOML2/PINK1/COX7A2L/UQCRFS1/NDUFS4/CYC1/DGUOK/GHITM/SDHB/ATP5F1A/UQCRH/COX5A/COQ9/NDUFA10/COA6/C2orf69/UQCC3/PDE12/SDHD/COX4I1/SLC25A51/SLC25A33,52
GO:0016482,cytosolic transport,58/3368,171/18903,2.8920414979682066e-7,1.4804842435015579e-5,1.2646339357343432e-5,PPFIA2/TBC1D5/SRSF10/RAB9B/RHOBTB3/CORO1A/VPS13A/GBF1/VPS35/ACTR2/DOP1A/PRKN/RAB14/RDX/KIF5B/SNX3/LAMP1/SPAG9/VPS26B/MAGEL2/RAB7A/CLTC/DOP1B/CCDC91/EVI5/AP1AR/RAB5A/MAPK1/MYO1D/HOOK2/RIC1/AP1G1/KLHL20/CORO7/MTMR2/RNF126/ATP9A/ARL1/SYT7/LMTK2/USP7/TBC1D10B/RAB21/AKTIP/RAB6B/RBSN/SYS1/STX5/BECN1/DENND5A/ARL8B/GAK/TRAPPC10/PTPN23/MAP2K1/YKT6/HOOK1/TBC1D23,58
GO:0046390,ribose phosphate biosynthetic process,75/3368,241/18903,3.159877028822443e-7,1.6042251725666336e-5,1.3703337963183888e-5,ATP5F1E/NDUFA3/ATP5MF/NDUFS5/NDUFA13/NDUFB1/NDUFA1/NDUFB2/NDUFC1/ATP5PF/ATP5ME/SNCA/NDUFB4/ATP5PD/PARP1/NDUFV3/NDUFA7/ACACA/ACLY/HSD17B12/NDUFB3/ELOVL6/NDUFS2/NME7/SLC25A12/GUCY1B1/TKT/NDUFB10/PDHA1/NME3/ADCY2/DCAKD/STOML2/VPS9D1/CMPK1/PINK1/NDUFS4/ACOT7/NME4/RFK/DGUOK/HPRT1/AK9/IMPDH2/NME5/AK5/CTPS2/TMSB4X/ENO1/SDHB/ATP5F1A/DIP2A/CTPS1/NME1/PANK3/ELOVL5/ELOVL4/ADCY1/ACAT1/NDUFA10/UQCC3/PRPS1/PANK2/ADK/PDK3/SLC25A13/AK2/SDHD/NME2/ATP5MC3/UCK2/PPAT/ALDOA/PDHX/SLC25A16,75
GO:0050773,regulation of dendrite development,40/3368,103/18903,3.866607449985819e-7,1.94457568300393e-5,1.6610621897023728e-5,DCC/FAT3/ADGRB3/GSK3B/PTPRD/PPP3CA/ELAVL4/TNIK/IL1RAPL1/MARK1/RAPGEF2/HECW2/HECW1/CUX2/LRP8/ACTR2/RHOA/BCL11A/CAMK1D/GSK3A/PARP6/CSMD3/ID1/CDKL5/PQBP1/ZDHHC15/EZH2/VLDLR/CRK/ARMCX5-GPRASP2/KIAA0319/NSMF/TBC1D24/SS18L1/RAB21/ARF6/CRKL/CDKL3/CRTC1/FBXO31,40
GO:0007033,vacuole organization,68/3368,213/18903,3.893583086594227e-7,1.94457568300393e-5,1.6610621897023728e-5,FEZ1/RNF5/ATP13A2/SNAPIN/CORO1A/CLVS1/VPS35/FEZ2/RAB14/UBXN2A/RAB1A/SH3GLB1/LAPTM4B/PINK1/LAMTOR1/RB1CC1/VPS16/ATP2A2/ATP6V1F/ULK3/TMEM175/ATP6V1D/ATP6V1H/LRBA/ATG3/STX12/PIP4K2B/CCDC115/RAB7A/ATG12/CHMP6/ATF2/FIG4/HEXA/SPG11/LRSAM1/CHMP1A/RAB5A/HOOK2/AP3B1/CTSD/STX17/PACS2/CHMP2B/MAP1LC3B/SYT7/CHMP4B/UBQLN1/VMP1/ATG4D/EXT1/MTMR3/AKTIP/MFN2/UBXN2B/TMEM41B/ATG101/BECN1/SEC22B/PIK3C2B/ARL8B/GABARAPL1/TRAPPC8/SNX30/ATG2B/WDR45B/HOOK1/TP53INP2,68
GO:0070972,protein localization to endoplasmic reticulum,33/3368,78/18903,3.9437045269556144e-7,1.9537239442813175e-5,1.668876661024935e-5,ANK2/SEC62/SEC61G/GPAA1/DDRGK1/GBF1/SRP72/RAB10/HERPUD1/HSPA5/KDELR2/KDELR1/SRPRA/UBAC2/GET3/SRP54/SGTA/SEC61A1/RER1/SEC61A2/VAPA/CHMP4B/SRPRB/INSIG2/SRP68/SSR3/SGTB/TRAM1/SEC16A/PPP1R15A/BTF3/RYR2/ZFAND2A,33
GO:0009145,purine nucleoside triphosphate biosynthetic process,44/3368,118/18903,4.011314510374019e-7,1.971320402978208e-5,1.6839076070917465e-5,ATP5F1E/NDUFA3/ATP5MF/NDUFS5/NDUFA13/NDUFB1/NDUFA1/NDUFB2/NDUFC1/ATP5PF/ATP5ME/NDUFB4/ATP5PD/PARP1/NDUFV3/NDUFA7/NDUFB3/NDUFS2/NME7/SLC25A12/NDUFB10/NME3/STOML2/VPS9D1/PINK1/NDUFS4/NME4/DGUOK/AK9/IMPDH2/NME5/TMSB4X/ENO1/SDHB/ATP5F1A/NME1/NDUFA10/UQCC3/ADK/SLC25A13/SDHD/NME2/ATP5MC3/ALDOA,44
GO:0009260,ribonucleotide biosynthetic process,73/3368,234/18903,4.0629610720063504e-7,1.9808547512170642e-5,1.692051875016847e-5,ATP5F1E/NDUFA3/ATP5MF/NDUFS5/NDUFA13/NDUFB1/NDUFA1/NDUFB2/NDUFC1/ATP5PF/ATP5ME/SNCA/NDUFB4/ATP5PD/PARP1/NDUFV3/NDUFA7/ACACA/ACLY/HSD17B12/NDUFB3/ELOVL6/NDUFS2/NME7/SLC25A12/GUCY1B1/NDUFB10/PDHA1/NME3/ADCY2/DCAKD/STOML2/VPS9D1/CMPK1/PINK1/NDUFS4/ACOT7/NME4/RFK/DGUOK/HPRT1/AK9/IMPDH2/NME5/AK5/CTPS2/TMSB4X/ENO1/SDHB/ATP5F1A/DIP2A/CTPS1/NME1/PANK3/ELOVL5/ELOVL4/ADCY1/ACAT1/NDUFA10/UQCC3/PANK2/ADK/PDK3/SLC25A13/AK2/SDHD/NME2/ATP5MC3/UCK2/PPAT/ALDOA/PDHX/SLC25A16,73
GO:0006473,protein acetylation,72/3368,230/18903,4.198928662788858e-7,2.0310251004340123e-5,1.734907532863859e-5,SOX4/AUTS2/MLLT3/GSK3B/EPC1/SNCA/ACTL6B/KANSL1/BLOC1S1/SUPT3H/BRD7/NAA38/KAT6B/SUPT20H/POR/SF3B5/MAPT/BRD8/TAF10/EPC2/MCRS1/APBB1/NFYC/PRKAA2/CEP295/TAOK1/ING4/MRGBP/TAF7/ATF2/DIP2A/TAF6/KAT8/MECP2/DDX3X/NAT9/NAA40/KAT2B/ZNF451/CREBBP/MLLT1/DR1/MBTD1/PCGF2/LDB1/TAF12/ATXN7L3/KAT6A/CAMK1/GTF3C4/CHD5/SMAD4/KAT7/EP300/ZMPSTE24/BRPF3/ESCO1/WDR5/NCOA3/SRCAP/TAF2/KANSL3/SET/NAA30/PRKAA1/NAA50/SIRT1/MSL1/JADE1/NAA25/MSL2/BRD1,72
GO:0006839,mitochondrial transport,62/3368,189/18903,4.365434992559996e-7,2.0950677468200043e-5,1.789612947196676e-5,GSK3B/UBL5/ROMO1/NDUFA13/ATP5IF1/TOMM7/MTX2/TIMM8B/HIP1R/IMMP1L/DNAJC15/THEM4/ALKBH7/TOMM6/AIFM1/VPS35/PAM16/HSPA1A/TOMM22/PRKN/UBE2L3/IMMP2L/AGK/GSK3A/SH3GLB1/PINK1/SLC25A5/SPG7/BNIP3L/UBE2D3/LMAN1/CAMK2A/ATF2/FBXO7/HSPD1/TIMM17A/SREBF2/OXA1L/BLOC1S2/BAX/AIP/BCL2/TOMM40/VDAC2/FBXW7/TIMM9/TIMM50/HSP90AA1/TIMM22/ZNF205/SLC25A13/BAP1/SAMM50/MFN2/BAG4/PITRM1/SLC25A32/NMT1/PRKAA1/TOMM20/SLC25A16/SLC25A6,62
