"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016236","macroautophagy","76/1808","317/18903",2.80043307278806e-14,1.32303519811789e-11,1.15526795346956e-11,"55737/5861/51100/65018/9821/51534/8851/488/292/79137/51382/526/9114/665/51606/51506/2597/64422/112936/23673/8396/9550/5049/26073/7879/9140/51569/2773/23367/155382/10193/56893/5119/5566/5868/51322/10133/1509/23241/25978/81631/26086/9342/23049/9711/128866/29979/81671/84971/8897/9927/528/8878/137886/440026/6009/60673/8678/9554/5287/10254/27244/10558/55207/149371/23710/22878/23411/3920/3064/401548/55102/56270/7248/79720/58476",76
"GO:0048193","Golgi vesicle transport","73/1808","298/18903",2.80452612213649e-14,1.32303519811789e-11,1.15526795346956e-11,"10890/51552/9135/378/5861/90522/10972/54732/6396/8724/3916/10342/81555/3998/8943/6683/222068/22872/11014/5584/10945/8774/372/8452/51125/57222/2803/55435/11079/10133/8775/164/5537/553115/9218/122553/11236/10079/400/51128/51014/9570/23423/64083/59349/9950/83548/10597/51560/64145/56681/90196/128637/26286/6811/1453/10239/9554/11196/6399/149371/8548/53407/2580/7109/22878/9632/9919/10652/10564/3064/10802/23299",73
"GO:0022618","ribonucleoprotein complex assembly","61/1808","234/18903",1.9998387654176e-13,8.7085286546377e-11,7.60424521651905e-11,"22827/27335/83443/1983/6633/10262/1968/7919/51639/3692/10480/4809/8668/7458/8175/8661/6430/83640/23521/3646/51634/8665/27161/10291/29997/10421/64963/6627/84231/3320/11171/27339/8667/29777/8662/9733/1975/10569/9416/6628/11051/51065/55299/6431/56342/84154/26747/8664/6134/6175/6433/6147/23195/10728/55015/6193/9129/6208/6128/6152/22889",61
"GO:0071826","ribonucleoprotein complex subunit organization","62/1808","242/18903",2.9475468056404e-13,1.19186160476645e-10,1.04072780445769e-10,"22827/27335/83443/1983/6633/10262/1968/7919/51639/3692/10480/4809/3799/8668/7458/8175/8661/6430/83640/23521/3646/51634/8665/27161/10291/29997/10421/64963/6627/84231/3320/11171/27339/8667/29777/8662/9733/1975/10569/9416/6628/11051/51065/55299/6431/56342/84154/26747/8664/6134/6175/6433/6147/23195/10728/55015/6193/9129/6208/6128/6152/22889",62
"GO:0042273","ribosomal large subunit biogenesis","31/1808","76/18903",5.18505233790032e-13,1.95683875232358e-10,1.70870215991438e-10,"3692/4809/10412/2971/10969/90441/115416/29997/84231/55003/23481/54663/6838/65008/23560/55299/56342/84154/84365/6134/6175/6154/6130/26156/6147/23195/4736/6128/6152/6129/9045",31
"GO:0006446","regulation of translational initiation","32/1808","82/18903",9.36199820451854e-13,3.31239198973622e-10,2.89236470844862e-10,"27335/1983/5436/1981/7458/9689/23521/3646/1965/23367/27102/1654/27161/1974/9811/10289/8667/2332/22927/8662/1975/54915/253943/10209/5611/8892/23645/1982/3315/6198/468/127933",32
"GO:0006900","vesicle budding from membrane","32/1808","83/18903",1.3849623864193e-12,4.61192474677626e-10,4.02711044373066e-10,"5861/10972/54732/6396/8724/10342/8943/22872/5584/7879/8452/5537/8301/553115/9218/122553/51128/64083/128866/59349/10597/56681/128637/26286/1453/10239/6399/7109/22878/9632/9919/10802",32
"GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","42/1808","134/18903",1.68445865504106e-12,5.29762247010413e-10,4.62585838834668e-10,"378/5861/90522/10972/54732/6396/10342/81555/3998/6683/222068/22872/11014/10945/372/8452/57222/5537/553115/9218/122553/11236/51128/51014/23423/59349/83548/10597/56681/128637/6811/1453/9554/11196/6399/53407/7109/22878/9632/9919/10652/10802",42
"GO:0016050","vesicle organization","77/1808","353/18903",3.4163755495189e-12,1.01790010451718e-09,8.88825461525804e-10,"51552/8766/5861/55353/55004/51534/9296/10972/54732/51382/23208/6396/8724/51606/10342/81555/23673/8943/8396/22872/5584/7879/8452/5869/2773/282991/155382/5270/5119/6812/164/5537/8301/553115/25978/9218/122553/55654/9342/9066/51128/9570/57403/64083/128866/1742/59349/8867/7110/64400/10597/56681/8878/6810/3267/23025/128637/26286/6811/6616/1453/10239/9554/6399/10254/55207/149371/7109/22878/9632/9919/10564/10802/51361/79720/23325/5798",77
"GO:0051168","nuclear export","47/1808","165/18903",3.89721864555964e-12,1.10310773762566e-09,9.63228355765687e-10,"9939/6428/7919/10541/3692/811/5901/84248/3313/2010/5566/5494/26097/55696/22794/27351/23049/23039/54890/8536/5903/84271/10212/11269/9883/11260/6059/5905/51068/80824/3267/9887/8021/23214/11261/23279/8498/51496/55341/9631/100101267/5310/23195/9972/7248/23325/127933",47
"GO:0006605","protein targeting","72/1808","325/18903",7.99040722475687e-12,2.15398549044517e-09,1.88084974072472e-09,"100188893/51025/6731/56993/7332/3265/2931/51100/65018/8851/90522/9709/51114/665/8031/7323/64422/3998/8943/5621/3309/5584/7879/2039/23148/6734/25793/3329/10440/6721/439/51125/155382/6729/9049/6449/29927/55176/10452/55294/26520/92609/3320/5830/128866/9145/29928/58477/4074/8314/25813/9927/6730/9530/10531/84243/8678/6747/11261/9344/7534/53371/84572/54557/4666/5562/23471/9804/3920/90637/79720/7532",72
"GO:0006417","regulation of translation","95/1808","486/18903",8.92285516241489e-12,2.29601286701958e-09,2.00486736089475e-09,"27335/387/9939/1983/1968/65018/3692/5436/29883/7555/1981/7458/2597/1656/811/136319/9221/2935/1994/285381/10128/9689/10492/23521/3646/1965/23367/27102/1654/1938/63935/23435/26986/51714/9470/149986/27161/55695/115416/1974/10767/22894/5935/22794/11236/9811/342977/10289/8667/2332/22927/8662/26995/4904/53918/1975/84271/55323/2107/55802/25983/54915/201626/6059/8570/6191/51065/253943/83939/113251/10209/23185/9148/8664/6134/64282/6154/5611/5997/2872/8864/219988/57472/55250/8892/79066/23645/1982/7248/6208/3315/6198/468/127933/6203",95
"GO:0008380","RNA splicing","92/1808","469/18903",1.56407515227518e-11,3.84966497262164e-09,3.36150888562208e-09,"22827/10250/83443/2926/3303/9939/10921/6633/7009/10262/6428/7919/51639/6881/9360/4809/3185/988/8175/3187/84967/54407/10084/4858/10286/51759/79005/10625/6100/6430/10492/202559/51503/2483/10285/9588/23435/51634/8896/26986/55696/10291/26528/55119/10421/10284/6627/5935/22794/6883/51428/56970/5511/51729/10199/11171/27339/9541/10450/11338/2332/22927/9733/4904/11319/84950/10212/57703/10569/9416/8882/8570/10179/5430/6628/9128/6431/1198/1859/10432/64121/1195/6433/10656/79066/79074/55015/3183/9129/57018/22889/10150",92
"GO:0031647","regulation of protein stability","71/1808","325/18903",2.21822581748067e-11,5.23224014698253e-09,4.56876685916194e-09,"1603/10694/55737/3303/483/5434/51100/65018/7320/5203/10575/3916/2597/23673/811/5621/5204/5886/573/5728/8774/5202/25793/902/8452/8239/3329/3304/79139/51125/1857/23435/1387/5594/6950/6812/79031/389856/9529/29997/9349/5216/92703/55294/11236/4771/3320/7874/58525/819/2033/83548/481/23011/55664/23560/9530/9334/59343/4194/11261/26224/54840/55602/9919/23411/4193/3920/10728/3064/7248",71
"GO:0032386","regulation of intracellular transport","72/1808","336/18903",4.13251219075092e-11,9.35766060473639e-09,8.17106410432267e-09,"55737/7905/7332/3265/10155/2931/10541/51100/65018/5962/8851/8724/665/7323/3916/81555/6342/3998/5901/5621/3728/9221/55754/2039/51465/5501/51569/6721/23435/51308/2010/5566/5594/5494/55696/9818/8898/23379/9024/55294/11236/10079/51128/3320/65009/8536/7874/51009/8882/23011/8314/5905/79567/116150/56681/9530/128637/8021/11261/118426/53371/4836/51496/53407/81565/25930/5604/5562/23195/9972/4946/127933",72
"GO:2000058","regulation of ubiquitin-dependent protein catabolic process","46/1808","170/18903",4.5960412405036e-11,1.00069959471119e-08,8.73806059328133e-09,"5716/4130/28951/3303/2931/79699/9709/1454/9097/5886/5728/3093/8239/25820/3304/5887/56893/6449/51322/79031/9529/9817/29997/1457/9349/55294/11236/11011/25898/27351/9604/8667/7874/819/29979/9655/122809/440730/1453/23429/4193/23609/144165/51343/90637/6613",46
"GO:0007030","Golgi organization","45/1808","165/18903",5.59012372116156e-11,1.17206260687021e-08,1.02343941499316e-08,"5861/10494/10972/54732/81555/3998/222068/8874/5594/10133/57662/9529/400/51014/23423/64083/81671/9950/83548/6836/80124/84932/51560/64145/137886/128637/6811/27314/1453/9554/55666/11196/7534/9712/3801/8548/53407/2580/23207/5604/22878/9919/64225/3064/51361",45
"GO:1903050","regulation of proteolysis involved in protein catabolic process","55/1808","227/18903",6.68138480577895e-11,1.35083283519695e-08,1.17954071608789e-08,"5716/4130/28951/3303/2931/65018/79699/9709/1454/9097/5886/5728/3093/8239/25820/3304/5887/56893/6449/5566/9810/51322/79031/9529/9817/29997/1457/9349/55294/11236/11011/25898/27351/9604/8667/55270/2332/7874/819/29979/9655/7110/122809/4287/440730/1453/7314/23429/5310/4193/23609/144165/51343/90637/6613",55
"GO:0090150","establishment of protein localization to membrane","61/1808","270/18903",1.36216629187478e-10,2.65904254424245e-08,2.32186312400869e-08,"100188893/55737/6731/56993/10890/8766/3265/5962/56851/8851/90522/51114/64422/5621/3309/5584/7879/2039/23148/6734/93380/439/5018/51125/581/155382/2803/6729/6449/51308/29927/10133/55176/10452/26520/3320/5830/64083/128866/29928/819/58477/481/25813/90196/6730/6616/84243/6747/11261/9344/10328/4836/54557/8548/4666/23471/9919/9804/79720/808",61
"GO:0061136","regulation of proteasomal protein catabolic process","49/1808","194/18903",1.54723416476791e-10,2.91963086891704e-08,2.54940759219302e-08,"5716/4130/28951/3303/2931/65018/79699/9709/1454/9097/5886/3093/8239/25820/3304/5887/56893/6449/5566/9810/51322/9529/9817/29997/55294/11011/25898/27351/9604/8667/55270/2332/7874/819/29979/9655/7110/122809/4287/1453/7314/23429/5310/4193/23609/144165/51343/90637/6613",49
"GO:0034470","ncRNA processing","85/1808","439/18903",1.86073651528063e-10,3.39794497193665e-08,2.96706915984985e-08,"2926/6428/3692/4087/4809/10412/8270/115939/65080/9221/285381/10248/2483/10969/1654/3028/10528/7247/6218/51118/114049/27161/55695/51119/29997/64963/22894/131870/7257/2091/83732/25917/8780/51729/27043/51504/153443/10199/29777/92856/1736/26995/23481/54663/118460/25879/54555/84294/65008/10269/55661/10556/25983/6155/55623/55174/6202/55720/23560/79050/55299/23160/6230/56342/84154/84365/6194/64282/10885/6154/6130/11103/9631/26156/5604/55250/79066/79074/23195/4736/6774/6208/6229/6129/9045",85
"GO:0010506","regulation of autophagy","71/1808","344/18903",3.31413219426463e-10,5.86290698491628e-08,5.11946210008773e-08,"493856/55737/9528/2931/51100/65018/9821/8851/292/51382/526/1981/9114/665/51606/2597/112936/8396/9550/5049/26073/9140/9110/25793/84148/25853/2773/6721/23367/10193/56893/5566/51322/10133/10769/9817/4170/55294/11011/26086/116442/23049/23118/9711/128866/29979/2033/10269/8897/528/6009/60673/8678/9554/27244/10558/64121/149371/257397/58528/5562/1917/23411/3064/401548/1982/3607/7248/6774/3315/58476",71
"GO:0090114","COPII-coated vesicle budding","20/1808","43/18903",4.09718155875705e-10,7.02852872852232e-08,6.13727738434549e-08,"5861/10972/6396/10342/22872/8452/5537/553115/9218/51128/59349/10597/56681/128637/1453/6399/22878/9632/9919/10802",20
"GO:0042176","regulation of protein catabolic process","73/1808","361/18903",4.91036830382003e-10,8.17576322586034e-08,7.13903701385103e-08,"5716/55737/4130/28951/3303/2931/55353/65018/5962/79699/4898/9709/1454/8724/5709/9097/7077/5886/7879/3093/8239/51374/25820/3304/10193/5887/56893/6449/5270/5566/9810/51322/9191/10769/9529/9817/29997/1457/55294/11011/25898/27351/9604/3320/8667/56963/55270/2332/7874/819/4089/29979/9655/79888/7110/122809/9860/4287/6811/1453/7314/4194/9554/23429/5310/1917/4193/23609/144165/51343/90637/4946/6613",73
"GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","39/1808","141/18903",6.72076311509721e-10,1.08703542841615e-07,9.49194092887113e-08,"5716/4130/28951/3303/2931/79699/9709/1454/9097/5886/3093/8239/25820/3304/5887/56893/6449/51322/9529/9817/29997/11011/25898/27351/9604/8667/7874/819/29979/9655/122809/1453/23429/4193/23609/144165/51343/90637/6613",39
"GO:0006901","vesicle coating","19/1808","40/18903",7.16794425239408e-10,1.12715923368897e-07,9.84230006118205e-08,"10972/54732/10342/8943/8452/5537/553115/122553/51128/59349/10597/56681/26286/1453/10239/6399/7109/22878/9919",19
"GO:0006903","vesicle targeting","25/1808","67/18903",8.75800181767594e-10,1.33997427810442e-07,1.17005907640985e-07,"10972/54732/10342/83930/8452/55435/5537/553115/122553/9342/51128/59349/10597/56681/26286/11336/1453/6399/149371/7109/22878/9919/10652/157769/55773",25
"GO:0051656","establishment of organelle localization","82/1808","437/18903",1.84978301370406e-09,2.75568990541544e-07,2.40625513361613e-07,"10726/22919/8766/3837/5861/65018/7320/3692/10494/10972/3799/54732/23208/3916/10342/283489/83930/8943/5901/6683/7879/10128/55201/4134/8452/91272/282991/4976/119032/5119/55435/6812/5590/5537/8301/553115/25978/122553/79036/5170/867/26086/9342/10079/51128/4747/128866/55088/59349/8867/81929/6059/79567/10597/51068/56681/137886/84823/26286/11336/1453/7314/8678/10239/150465/118426/6399/7534/149371/10814/55341/81565/7109/22878/9919/8379/10652/23195/3064/157769/55773/23299",82
"GO:0006403","RNA localization","48/1808","202/18903",2.15448124542459e-09,3.12731239239707e-07,2.73075409676488e-07,"10694/9939/3837/6428/7919/6396/10575/6780/5901/7884/10128/84248/29074/6950/26097/9818/2091/22794/23049/54890/2332/1736/25909/5903/4904/84271/10212/11269/10762/9883/11260/81929/8570/3267/9887/8021/59343/23279/53371/7528/8939/9631/100101267/9804/3297/9972/7248/23299",48
"GO:0006457","protein folding","51/1808","223/18903",2.81074171856607e-09,3.97790221720064e-07,3.47348502904902e-07,"10549/10130/10726/10694/3303/3336/10049/9360/5203/10598/5034/25822/10575/2281/3998/811/5204/573/10294/3309/51726/9403/5202/6767/3329/3304/3313/9049/6950/79031/27000/9529/134218/26973/10845/1457/821/3320/10450/5830/10808/5903/8570/55664/9530/80331/5611/2580/10728/3315/22824",51
"GO:0000375","RNA splicing, via transesterification reactions","67/1808","333/18903",3.13788685445394e-09,4.33257987391799e-07,3.78318784814267e-07,"22827/10250/83443/9939/10921/6633/10262/6428/7919/51639/4809/3185/988/8175/3187/10084/4858/10286/51759/79005/6430/10492/202559/51503/2483/10285/9588/51634/8896/26986/55696/10291/26528/10421/10284/6627/5935/22794/51428/51729/10199/11171/27339/10450/11338/2332/9733/84950/10212/57703/10569/9416/8570/10179/6628/9128/6431/1859/10432/6433/10656/79066/55015/3183/9129/22889/10150",67
"GO:0045727","positive regulation of translation","38/1808","143/18903",3.8012978107412e-09,5.12360640633475e-07,4.4739084008122e-07,"387/1968/65018/3692/5436/7555/1981/1994/10492/3646/23367/1654/1938/63935/26986/55695/5935/9811/2332/22927/26995/4904/84271/55323/54915/6191/51065/253943/113251/23185/8664/64282/6154/5611/23645/6198/127933/6203",38
"GO:0031331","positive regulation of cellular catabolic process","80/1808","429/18903",3.91753115241744e-09,5.15747531484538e-07,4.50348256836042e-07,"5716/28951/2926/3303/9528/2931/51100/65018/9821/5436/29883/79699/292/4898/9709/1454/665/8396/5886/5049/5728/10492/25793/25820/2773/23367/3304/581/23435/6449/26986/51322/10133/27161/10769/9817/29997/22894/55294/11236/26086/25898/342977/9604/56963/124245/29979/4904/9655/55802/54915/201626/8570/122809/440730/253943/60673/1453/8678/27244/10558/64282/51099/219988/5562/57472/23411/79066/60674/4193/23609/144165/3297/3064/401548/51343/90637/7248/6613/58476",80
"GO:1903320","regulation of protein modification by small protein conjugation or removal","55/1808","252/18903",4.1040828051882e-09,5.28027562731146e-07,4.61071120889086e-07,"6187/5716/3303/7332/2931/65018/9709/8533/57178/3309/56160/331/5728/10625/754/8452/9184/3304/1654/79139/9810/64708/9112/9318/6478/9529/29997/553115/9349/7965/55294/25898/50813/3320/11338/6224/3984/9733/54602/819/26354/29979/10210/23560/8878/59343/7314/11261/57561/54472/8864/9759/1407/144165/51343",55
"GO:0050821","protein stabilization","49/1808","214/18903",5.48617317571587e-09,6.90160585505056e-07,6.02644894342964e-07,"10694/3303/483/5434/65018/7320/5203/10575/3916/2597/23673/811/5204/573/5728/8774/5202/902/8239/3329/3304/51125/1857/6950/6812/79031/389856/9529/29997/9349/5216/55294/3320/7874/58525/819/2033/83548/481/23011/55664/23560/9530/4194/11261/9919/3920/10728/7248",49
"GO:0002183","cytoplasmic translational initiation","18/1808","40/18903",5.97928311274878e-09,7.35841776114584e-07,6.42533489644583e-07,"27335/1983/1968/10480/1981/8668/7458/8661/7884/23521/3646/8665/1974/8667/8662/1973/1975/8664",18
"GO:0034250","positive regulation of cellular amide metabolic process","42/1808","170/18903",6.31504821631994e-09,7.60627403246535e-07,6.64176179705228e-07,"387/1968/2931/65018/3692/5436/7555/1454/1981/1994/10492/3646/23367/1654/1938/63935/26986/55695/8301/5935/9811/2332/22927/26995/4904/84271/55323/54915/6191/51065/253943/113251/23185/8664/64282/6154/5611/23645/3459/6198/127933/6203",42
"GO:0070972","protein localization to endoplasmic reticulum","26/1808","78/18903",6.63495261443686e-09,7.82509723965148e-07,6.83283716609551e-07,"6731/10890/9709/3309/11014/10945/6734/439/6729/6449/29927/11079/55176/9218/128866/58477/51141/6730/6747/54557/23471/9919/23645/689/6262/90637",26
"GO:0072655","establishment of protein localization to mitochondrion","34/1808","123/18903",8.36869704920193e-09,9.6684069378637e-07,8.44240630355581e-07,"100188893/51025/56993/7332/3098/2931/51100/65018/665/7323/3998/5898/25793/3329/10440/6721/5018/581/9049/10452/55294/26520/92609/3320/29928/8314/25813/9927/9530/10531/4836/5562/9804/808",34
"GO:0016241","regulation of macroautophagy","40/1808","160/18903",1.00364976562866e-08,1.13633226464477e-06,9.9223985250362e-07,"55737/51100/65018/8851/292/51382/526/9114/665/51606/2597/112936/8396/9550/5049/26073/9140/2773/23367/10193/56893/5566/51322/10133/26086/23049/9711/128866/29979/528/6009/8678/9554/27244/10558/149371/23411/3064/401548/7248",40
"GO:0007033","vacuole organization","48/1808","213/18903",1.34804056112095e-08,1.49632502284425e-06,1.30658379257461e-06,"55737/51552/5861/51100/55353/65018/55004/9821/488/9296/51382/51606/64422/23673/8396/84317/7879/9140/1386/5119/5868/1509/23241/25978/81631/9066/128866/29979/81671/84971/2131/8897/64400/9927/137886/440026/60673/8678/9554/5287/55207/23710/22878/401548/55102/56270/51361/58476",48
"GO:0007006","mitochondrial membrane organization","33/1808","120/18903",1.58734204353252e-08,1.72806602085339e-06,1.50893891425683e-06,"84266/100188893/3303/56993/2931/65018/292/665/27069/1386/5018/282991/581/4976/3313/10452/7417/26520/790955/92609/3954/3320/5830/29928/7755/139322/25813/9927/8834/4836/9804/808/293",33
"GO:0050657","nucleic acid transport","40/1808","163/18903",1.76448914275251e-08,1.84977278465222e-06,1.61521267336565e-06,"9939/3837/6428/7919/6396/5901/7884/10128/84248/29074/26097/9818/22794/23049/54890/2332/25909/5903/4904/84271/10212/11269/10762/9883/11260/81929/8570/3267/9887/8021/59343/23279/53371/9631/100101267/9804/3297/9972/7248/23299",40
"GO:0050658","RNA transport","40/1808","163/18903",1.76448914275251e-08,1.84977278465222e-06,1.61521267336565e-06,"9939/3837/6428/7919/6396/5901/7884/10128/84248/29074/26097/9818/22794/23049/54890/2332/25909/5903/4904/84271/10212/11269/10762/9883/11260/81929/8570/3267/9887/8021/59343/23279/53371/9631/100101267/9804/3297/9972/7248/23299",40
"GO:0048199","vesicle targeting, to, from or within Golgi","16/1808","34/18903",1.89897743171198e-08,1.95456568016755e-06,1.70671732427167e-06,"10972/54732/10342/8452/55435/5537/553115/51128/59349/10597/56681/26286/1453/6399/22878/9919",16
"GO:0000045","autophagosome assembly","31/1808","110/18903",2.29251128784958e-08,2.31748328580651e-06,2.0236152270191e-06,"5861/51100/65018/9821/488/64422/23673/8396/7879/9140/5868/1509/23241/81631/128866/29979/81671/84971/8897/9927/137886/440026/60673/8678/9554/23710/22878/401548/55102/56270/58476",31
"GO:0070585","protein localization to mitochondrion","34/1808","128/18903",2.50525446052382e-08,2.48811324579392e-06,2.17260848506368e-06,"100188893/51025/56993/7332/3098/2931/51100/65018/665/7323/3998/5898/25793/3329/10440/6721/5018/581/9049/10452/55294/26520/92609/3320/29928/8314/25813/9927/9530/10531/4836/5562/9804/808",34
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","64/1808","329/18903",2.72980932118488e-08,2.61922890969959e-06,2.28709805036292e-06,"22827/10250/83443/9939/10921/6633/10262/6428/7919/51639/4809/3185/988/8175/3187/10084/4858/10286/51759/79005/6430/10492/202559/51503/2483/9588/51634/8896/26986/55696/10291/26528/10421/10284/6627/5935/22794/51428/51729/11171/27339/10450/11338/2332/9733/84950/10212/57703/10569/9416/10179/6628/9128/6431/1859/10432/6433/10656/79066/55015/3183/9129/22889/10150",64
